COMUNE;TITOLARE;DITTA;INDIRIZZO;N. CIVICO;ZONA;AREA QSV;SUP.ALIM.;SUP.NON ALIM.;SUP.TOTALE DI VENDITA;QUOTIDIANI E PERIODICI;MERCEOLOGIA (MGSV);IN AFFITTO (MGSV);CENTRO COMMERCIALE;POLO COMMERCIALE;CODICE ATECO
TUORO SUL TRASIMENO;MORI MARZIO;1-Individuale;PIAZZA RISORGIMENTO;7;1-centro storico;0.0;65.0;65.0;;;;;;;
TUORO SUL TRASIMENO;PANETTERIA STRACCALI DI STRACCALI ALBERTO & C S.N.C.;2-s.n.c.;PIAZZA GARIBALDI;3;1-centro storico;45.0;0.0;45.0;;;;;;;
TUORO SUL TRASIMENO;PANTANI ROBERTO;1-Individuale;VIA CONSOLE FLAMINIO;snc;2-resto del capoluogo;0.0;40.0;40.0;;;;;;;
TUORO SUL TRASIMENO;PAZZAGLIA EUGENIO;1-Individuale;VIA BYRON;14;2-resto del capoluogo;0.0;178.0;178.0;;;;;;;
TUORO SUL TRASIMENO;RICCI PAOLA;1-Individuale;PIAZZA MARCONI;4;1-centro storico;21.0;0.0;21.0;;;;;;;
TUORO SUL TRASIMENO;ROSSINI MARCO;1-Individuale;PUNTA NAVACCIA;snc;2-resto del capoluogo;0.0;22.0;22.0;;;;;;;
TUORO SUL TRASIMENO;ROSSINI SIMONE;1-Individuale;VIA CONSOLE FLAMINIO;58;2-resto del capoluogo;0.0;75.0;75.0;;;;;;;
TUORO SUL TRASIMENO;SALF S.N.C. DI CHIAPPINI MARIO & C.;2-s.n.c.;VIA DEL LAVORO;11;2-resto del capoluogo;0.0;190.0;190.0;;;;;;;
TUORO SUL TRASIMENO;SBIRRAZZUOLI ZELMIRO;1-Individuale;VIA ROMA;12;1-centro storico;0.0;12.0;12.0;;;;;;;
TUORO SUL TRASIMENO;SOC.MOBILI TARALLA DI TARALLA VALERIO & C. S.N.C.;2-s.n.c.;VIA G.PASCOLI;2;1-centro storico;0.0;300.0;300.0;03-Mobili;;;;;;
TUORO SUL TRASIMENO;TINO SPORT DI TRENNA TINO;1-Individuale;VIA VII MARTIRI;9;2-resto del capoluogo;0.0;95.0;95.0;;;;;;;
TUORO SUL TRASIMENO;VOLPINI MASSIMO;1-Individuale;VIA VII MARTIRI;snc;2-resto del capoluogo;0.0;10.0;10.0;;;;;;;
TUORO SUL TRASIMENO;VOLPINI PATRIZIA;1-Individuale;VIA CONSOLE FLAMINIO;nov-13;1-centro storico;0.0;31.0;31.0;;;;;;;
UMBERTIDE;2R. SNC DI ROMANI CINZIA E C.;2-s.n.c.;VIA CORTONESE - CALZOLARO;275;3-resto del territorio;56.0;0.0;56.0;;;;;;;
UMBERTIDE;A.G.S.DI ANTOGNOLONI A. E C.SNC;2-s.n.c.;VIA BREMIZIA;1;1-centro storico;0.0;40.0;40.0;;;;;;;
UMBERTIDE;A.T.I.SNCDI MONSIGNORI TONINO E C.;2-s.n.c.;VIA PRIMO MAGGIO;7A;2-resto del capoluogo;0.0;240.0;240.0;;;;;;;
UMBERTIDE;ABBIGLIAMENTO ROBERTA SAS;3-s.a.s.;VIALE EUROPA-MONTECASTELLI;1;3-resto del territorio;0.0;70.0;70.0;;;;;;;
UMBERTIDE;AGENZIA FUNEBRE BOLDRINI SAS;3-s.a.s.;VIA GUIDALOTTI;9;1-centro storico;0.0;20.0;20.0;;;;;;;
UMBERTIDE;AGHAMEHDI ALIREZA;1-Individuale;VIA GARIBALDI;22;1-centro storico;0.0;45.0;45.0;;;;;;;
UMBERTIDE;AGRICENTER LA FRATTA SNC;2-s.n.c.;VIA GARIBALDI;71A;2-resto del capoluogo;0.0;150.0;150.0;;;;;;;
UMBERTIDE;AGRICOLA NOE';1-Individuale;VIA DELL'INDUSTRIA - CALZOLARO;1;3-resto del territorio;0.0;18.0;18.0;;;;;;;
UMBERTIDE;ALCE INFISSI SRL;4-s.r.l.;VIA VESPUCCI;7;2-resto del capoluogo;0.0;40.0;40.0;;;;;;;
UMBERTIDE;ALESSANDRINI ANNALISA;1-Individuale;VIA MORANDI;14;2-resto del capoluogo;0.0;109.0;109.0;;;;;;;
UMBERTIDE;ALIMENTARE TAFINI SAS;3-s.a.s.;VIA KOLBE;3;2-resto del capoluogo;100.0;50.0;150.0;;;;;;;
UMBERTIDE;ALIMENTARI LA PINETA SAS;3-s.a.s.;VIA ROMA;121;2-resto del capoluogo;190.0;0.0;190.0;;;;;;;
UMBERTIDE;ALPINI ANGELICA;1-Individuale;VIA GARIBALDI;30;1-centro storico;30.0;3.0;33.0;;;;;;;
UMBERTIDE;ALUNNI IMPIANTI SRL;4-s.r.l.;VIA DEI CARRAI;24;2-resto del capoluogo;0.0;60.0;60.0;;;;;;;
UMBERTIDE;ALUNNI PIERUCCI MANUELA;1-Individuale;VIA DA VINCI-PIERANTONIO;6;3-resto del territorio;0.0;40.0;40.0;;;;;;;
UMBERTIDE;AMANTINI ORIANO;1-Individuale;VIA GABRIOTTI;14/H;1-centro storico;0.0;15.0;15.0;;;;;;;
UMBERTIDE;ANNIBOLETTI DONATELLA;1-Individuale;VIA GUIDALOTTI;4;1-centro storico;0.0;14.0;14.0;;;;;;;
UMBERTIDE;ANTICHITA' LEONARDI SNC;2-s.n.c.;VIA STELLA;16;1-centro storico;0.0;65.0;65.0;;;;;;;
UMBERTIDE;ANTINI UMA;1-Individuale;PIAZZA GRAMSCI;3;1-centro storico;0.0;50.0;50.0;;;;;;;
UMBERTIDE;ARCALENI ELISA;1-Individuale;VIA ANGELONI;17;1-centro storico;5.0;2.0;7.0;;;;;;;
UMBERTIDE;AREM SNC;2-s.n.c.;VIA MORANDI;14;2-resto del capoluogo;0.0;94.0;94.0;;;;;;;
UMBERTIDE;AREM SNC;2-s.n.c.;VIA ALLENDE;7;2-resto del capoluogo;0.0;172.0;172.0;;;;;;;
UMBERTIDE;ARMONIE SAS;3-s.a.s.;VIA GABRIOTTI;14;1-centro storico;0.0;5.0;5.0;;;;;;;
UMBERTIDE;ARTIGIANA COSTUMI SNC;2-s.n.c.;VIA PRIMO MAGGIO;6;2-resto del capoluogo;0.0;40.0;40.0;;;;;;;
UMBERTIDE;ASS.SOCIO-CULTURALE IL COLIBRI';7-altro;VIA GRILLI;10-dic;1-centro storico;16.0;15.0;31.0;;;;;;;
UMBERTIDE;ASSOCIAZIONE PRODUTTORI APISTICI UMBRI;7-altro;VIALE RANCHI-VERNA;71;3-resto del territorio;30.0;3.0;33.0;;;;;;;
UMBERTIDE;AUTOCAR DI MARINELLI SRL;4-s.r.l.;VIA MADONNA DEL MORO;1;2-resto del capoluogo;0.0;240.0;240.0;;;;;;;
UMBERTIDE;AUTOCAR DI MARINELLI SRL;4-s.r.l.;VIA DEI FABBRI;1;2-resto del capoluogo;0.0;438.0;438.0;08-Auto-moto-cicli;;;;;;
UMBERTIDE;AUTOCAR DI MARINELLI SRL;4-s.r.l.;VIA MORANDI;40;2-resto del capoluogo;0.0;180.0;180.0;;;;;;;
UMBERTIDE;AUTOSTOP SNC;2-s.n.c.;VIA NESTORE-VERNA;1;3-resto del territorio;0.0;100.0;100.0;;;;;;;
UMBERTIDE;AVORIO ROBERTO;1-Individuale;PIAZZA MARX;1B;2-resto del capoluogo;0.0;20.0;20.0;;;;;;;
UMBERTIDE;AZZURRA SOC.COOP A R.L.;6-cooperativa;VIA MORANDI;17;2-resto del capoluogo;60.0;0.0;60.0;;;;;;;
UMBERTIDE;BAGARI MOHAMED;1-Individuale;NICCONE;306;3-resto del territorio;0.0;200.0;200.0;;;;;;;
UMBERTIDE;BALDI SIMONA;1-Individuale;VIA CIBO;6;1-centro storico;0.0;54.0;54.0;;;;;;;
UMBERTIDE;BALSAMI BENEDETTA;1-Individuale;PIAZZA XXV APRILE;8;1-centro storico;0.0;40.0;40.0;;;;;;;
UMBERTIDE;BANI EZIO;1-Individuale;VIA GARIBALDI;37;1-centro storico;37.0;0.0;37.0;;;;;;;
UMBERTIDE;BAR KATIA DI ROMETTI K.E C.SNC;2-s.n.c.;VIA DA VINCI-PIERANTONIO;99;3-resto del territorio;5.0;0.0;5.0;;;;;;;
UMBERTIDE;BAR UMBRIA DI ERCOLI G.E C.SNC;2-s.n.c.;VIA BATTISTI;44;2-resto del capoluogo;5.0;0.0;5.0;;;;;;;
UMBERTIDE;BARAJA SNC DI BECCHETTI E CECCARELLI;2-s.n.c.;VIA MORANDI;14;2-resto del capoluogo;20.0;10.0;30.0;1.0;;;;;;
UMBERTIDE;BARTOLINI ALVARO;1-Individuale;VIA GRIECO;1;2-resto del capoluogo;0.0;110.0;110.0;;;;;;;
UMBERTIDE;BARTOLINI MASSIMO;1-Individuale;VIA DEL VIGNOLA;3;2-resto del capoluogo;0.0;435.0;435.0;02-Abbigliamento;;;;;;
UMBERTIDE;BARTOLINI SERGIO;1-Individuale;VIA SPOLETINI;21B;1-centro storico;0.0;40.0;40.0;;;;;;;
UMBERTIDE;BAZZURRI NICOLETTA;1-Individuale;VIA DEL VIGNOLA;5;2-resto del capoluogo;0.0;5.0;5.0;;;;;;;
UMBERTIDE;BECCHETTI ROBERTO;1-Individuale;VIA GARIBALDI;28A;1-centro storico;0.0;27.0;27.0;;;;;;;
UMBERTIDE;BECCHETTI STEFANO;1-Individuale;PIAZZA CADUTI DEL LAVORO;1;1-centro storico;0.0;50.0;50.0;;;;;;;
UMBERTIDE;BELLEZZA SAS DI FEDERICA TONDINI;3-s.a.s.;VIA DA VINCI-PIERANTONIO;32;3-resto del territorio;0.0;38.0;38.0;;;;;;;
UMBERTIDE;BELLUCCI FRANCESCA;1-Individuale;VIA CIBO;6;1-centro storico;0.0;60.0;60.0;;;;;;;
UMBERTIDE;BERNARDINI CLAUDIA;1-Individuale;VIALE EUROPA-MONTECASTELLI;36;3-resto del territorio;55.0;0.0;55.0;;;;;;;
UMBERTIDE;BERNARDINI CLAUDIA;1-Individuale;VIALE EUROPA-MONTECASTELLI;36;3-resto del territorio;50.0;30.0;80.0;;;;;;;
UMBERTIDE;BERNARDINI CLAUDIA;1-Individuale;VIALE EUROPA-MONTECASTELLI;36;3-resto del territorio;80.0;0.0;80.0;;;;;;;
UMBERTIDE;BIANCARELLI ILENIA;1-Individuale;VIA ROMA;40-42;2-resto del capoluogo;0.0;82.0;82.0;;;;;;;
UMBERTIDE;BIANCHI IRIDE;1-Individuale;LOC.MITA-NICCONE;355;3-resto del territorio;10.0;6.0;16.0;;;;;;;
UMBERTIDE;BIANCHI SERGIO;1-Individuale;VIA DA VINCI-PIERANTONIO;3-resto del territorio;37.0;0.0;37.0;;;;;;;;
UMBERTIDE;BIANCHINI STEFANIA;1-Individuale;PIAZZA MATTEOTTI;9;1-centro storico;0.0;32.0;32.0;;;;;;;
UMBERTIDE;BICCHERI ILIANA;1-Individuale;VIALE MARTIRI DELLA LIBERTA';12/A;2-resto del capoluogo;5.0;0.0;5.0;;;;;;;
UMBERTIDE;BITI ROSELLA;1-Individuale;VIA ROMA;26;2-resto del capoluogo;0.0;5.0;5.0;;;;;;;
UMBERTIDE;BIZZAGLIA MAURIZIO;1-Individuale;VIA DELLA REPUBBLICA;4;2-resto del capoluogo;0.0;167.0;167.0;;;;;;;
UMBERTIDE;BLASI BINO;1-Individuale;VOC.S.CROCE-FRAZ.PETRELLA;86;2-resto del capoluogo;30.0;0.0;30.0;;;;;;;
UMBERTIDE;BOCCIA MICHELE;1-Individuale;VIA MORO;1;2-resto del capoluogo;0.0;20.0;20.0;;;;;;;
UMBERTIDE;BONA BAR & C. SNC DI BONATTI E NAGNI;2-s.n.c.;PIAZZA GRAMSCI;24;1-centro storico;40.0;10.0;50.0;;;;;;;
UMBERTIDE;BONAVENTURA SNC DI BONUCCI GIANLUCA;2-s.n.c.;VIA ROMA;3;1-centro storico;300.0;98.0;398.0;01-Alimentare;;;;;;
UMBERTIDE;BONOMI EMANUELA;1-Individuale;LARGO VIBI;5;1-centro storico;0.0;40.0;40.0;;;;;;;
UMBERTIDE;BONOMI EMANUELA;1-Individuale;VIA CIBO;2;1-centro storico;0.0;20.0;20.0;;;;;;;
UMBERTIDE;BONUCCI NICOLA;1-Individuale;VIA COLOMBO;5;2-resto del capoluogo;0.0;10.0;10.0;;;;;;;
